qid,cmid
Q7208545,SM250635
Q7208683,SM496583
Q7209315,SM496942
Q7209875,SM494634
Q7209890,SM494636
Q7210048,SM496942
Q7210051,SM256913
Q7218672,SM480258
Q7218773,SM480163
Q7223451,SM495241
Q7225995,SM494677
Q7227577,SM494644
Q7227736,SM250528
Q7229512,SM495846
Q7230263,SM496586
Q7232605,SM494645
Q7232607,SM250963
Q7232615,SM494646
Q7232621,SM486568
Q7232639,SM494652
Q7232666,SM256931
Q7232668,SM494655
Q7232689,SM494657
Q7232690,SM494658
Q7232720,SM496879
Q7232721,SM496879
Q7232733,SM496879
Q7232863,SM256933
Q7234673,SM493568
Q7235429,SM492863
Q7237887,SM257790
Q7238977,SM258093
Q7245938,SM480334
Q7258666,SM495247
Q7259177,SM494475
Q7259270,SM256964
Q7260337,SM494663
Q7260338,SM257008
Q7260795,SM256977
Q7261635,SM256987
Q7261823,SM493545
Q7262283,SM8487
Q7262301,SM256995
Q7263259,SM255119
Q7265832,SM257006
Q7265858,SM254565
Q7265943,SM494253
Q7265944,SM254314
Q7267051,SM254496
Q7267629,SM257013
Q7267975,SM494000
Q7269396,SM494380
Q7271211,SM494120
Q7271355,SM492553
Q7272237,SM494887
Q7273097,SM7658
Q7280202,SM257036
Q7285010,SM496862
Q7285021,SM257057
Q7285231,SM257059
Q7285368,SM257060
Q7285762,SM493476
Q7286139,SM257072
Q7286399,SM257076
Q7286410,SM257077
Q7286834,SM257092
Q7288393,SM257093
Q7288774,SM257100
Q7288919,SM257098
Q7289018,SM480475
Q7289319,SM257101
Q7289594,SM257103
Q7289903,SM494070
Q7289973,SM257105
Q7292817,SM257042
Q7292916,SM257118
Q7294310,SM480861
Q7295276,SM257126
Q7295430,SM257127
Q7295580,SM257128
Q7295690,SM252286
Q7295942,SM257134
Q7296093,SM493450
Q7296265,SM257136
Q7296690,SM252691
Q7296905,SM480860
Q7296914,SM252287
Q7298435,SM251673
Q7298439,SM251673
Q7299380,SM257146
Q7303768,SM6044
Q7303906,SM495719
Q7304655,SM254625
Q7305479,SM495588
Q7306884,SM251777
Q7307961,SM257151
Q7310587,SM493717
Q7310983,SM257157
Q7313206,SM256069
Q7320262,SM7758
Q7322482,SM492554
Q7329478,SM496344
Q7334608,SM494468
Q7336052,SM257167
Q7354656,SM254091
Q7354670,SM254092
Q7356790,SM494043
Q7356800,SM480868
Q7359739,SM257209
Q7359755,SM257179
Q7361326,SM487515
Q7361475,SM257180
Q7361508,SM257180
Q7361618,SM257182
Q7362530,SM494688
Q7362533,SM494692
Q7362546,SM486594
Q7362644,SM494691
Q7362930,SM496609
Q7365670,SM487179
Q7370965,SM258488
Q7372297,SM257140
Q7375228,SM257196
Q7377872,SM250713
Q7379138,SM496612
Q7382259,SM496912
Q7382299,SM494699
Q7382303,SM496912
Q7382306,SM496912
Q7382307,SM496912
Q7382310,SM496912
Q7382314,SM496912
Q7382317,SM496912
Q7383585,SM257215
Q7383598,SM493718
Q7386166,SM480368
Q7386406,SM255734
Q7387013,SM494111
Q7387021,SM480916
Q7395442,SM253301
Q7395578,SM494706
Q7395893,SM487627
Q7395905,SM257222
Q7395910,SM257223
Q7396546,SM495880
Q7396769,SM252482
Q7397468,SM494707
Q7397470,SM494705
Q7397836,SM257231
Q7397839,SM257232
Q7398288,SM496617
Q7399032,SM257236
Q7399344,SM496618
Q7399524,SM257241
Q7399841,SM257249
Q7400107,SM6048
Q7400820,SM480911
Q7400821,SM257454
Q7402496,SM8541
Q7402762,SM8373
Q7403025,SM251722
Q7403030,SM480878
Q7403051,SM480884
Q7403137,SM480885
Q7403308,SM495046
Q7403864,SM480441
Q7404641,SM257282
Q7404928,SM252673
Q7406720,SM257290
Q7408116,SM495472
Q7408514,SM8441
Q7408687,SM257298
Q7409048,SM257307
Q7409103,SM7472
Q7409418,SM250948
Q7409634,SM257311
Q7409645,SM495885
Q7409937,SM257314
Q7409949,SM495494
Q7413840,SM480892
Q7414787,SM494743
Q7415456,SM257329
Q7415486,SM257330
Q7415529,SM257332
Q7415612,SM494435
Q7416242,SM257334
Q7416366,SM257496
Q7416717,SM495837
Q7417767,SM7362
Q7417971,SM454374
Q7417979,SM494397
Q7417982,SM257339
Q7418052,SM494413
Q7418143,SM256070
Q7418699,SM257343
Q7418845,SM492468
Q7419000,SM257347
Q7419374,SM494828
Q7419872,SM494071
Q7419975,SM494106
Q7420117,SM20958
Q7420409,SM257358
Q7420943,SM257368
Q7421636,SM257372
Q7423257,SM257380
Q7424029,SM257393
Q7424459,SM252484
Q7424847,SM257382
Q7426138,SM257403
Q7426152,SM480903
Q7426167,SM257409
Q7427084,SM486509
Q7427123,SM495895
Q7427532,SM257421
Q7427925,SM257424
Q7428581,SM257430
Q7429377,SM257262
Q7429380,SM257262
Q7429945,SM480036
Q7429947,SM495203
Q7429950,SM495206
Q7429986,SM497023
Q7430632,SM495689
Q7434888,SM480380
Q7435494,SM495501
Q7435773,SM494716
Q7437603,SM493957
Q7437636,SM494718
Q7437641,SM486571
Q7437657,SM494719
Q7437768,SM487361
Q7437878,SM494720
Q7445073,SM493164
Q7448359,SM257987
Q7448426,SM250714
Q7449528,SM257456
Q7449720,SM496635
Q7450261,SM494726
Q7450417,SM496706
Q7450440,SM494888
Q7450462,SM493908
Q7450527,SM250673
Q7450608,SM254293
Q7451870,SM257469
Q7452993,SM257473
Q7452995,SM496996
Q7452997,SM496996
Q7453059,SM252105
Q7455421,SM493115
Q7457056,SM492715
Q7459704,SM495422
Q7460131,SM461485
Q7462404,SM250580
Q7462436,SM257515
Q7462437,SM257515
Q7462438,SM257515
Q7478624,SM496886
Q7490602,SM480283
Q7491572,SM257511
Q7493265,SM257516
Q7495004,SM7729
Q7495439,SM257526
Q7495676,SM494156
Q7495955,SM255116
Q7497249,SM257560
Q7497464,SM495713
Q7499316,SM257656
Q7499438,SM257569
Q7501493,SM257572
Q7503559,SM494021
Q7505815,SM7710
Q7506530,SM494590
Q7507456,SM8097
Q7507476,SM494751
Q7508214,SM257588
Q7511447,SM495193
Q7511479,SM495194
Q7513654,SM494669
Q7513845,SM257597
Q7514267,SM257602
Q7515406,SM493704
Q7520475,SM494372
Q7521269,SM257609
Q7522183,SM7415
Q7522198,SM493384
Q7523254,SM495311
Q7523256,SM495312
Q7523317,SM486573
Q7523318,SM497032
Q7523320,SM497032
Q7523478,SM7002
Q7524307,SM257631
Q7530288,SM496656
Q7530475,SM257391
Q7530960,SM494890
Q7531865,SM493150
Q7531942,SM257654
Q7533396,SM496657
Q7535367,SM6055
Q7536516,SM495411
Q7536603,SM493945
Q7536953,SM20817
Q7539340,SM495388
Q7541523,SM486511
Q7541678,SM257666
Q7541693,SM486512
Q7541695,SM494771
Q7541696,SM494772
Q7545308,SM494845
Q7547016,SM496660
Q7550108,SM494469
Q7558376,SM494269
Q7558831,SM8653
Q7559134,SM493869
Q7559194,SM496951
Q7559195,SM251007
Q7559196,SM496951
Q7559197,SM496951
Q7559198,SM496951
Q7559200,SM493870
Q7559654,SM494126
Q7560535,SM257687
Q7561218,SM257695
Q7561298,SM250697
Q7561670,SM257692
Q7561920,SM257701
Q7562262,SM254263
Q7562672,SM257784
Q7563304,SM257706
Q7563990,SM8654
Q7565427,SM486514
Q7565432,SM493909
Q7565914,SM493912
Q7565916,SM493910
Q7566030,SM7661
Q7566056,SM495104
Q7568395,SM495477
Q7570586,SM257723
Q7570717,SM480308
Q7573111,SM494778
Q7573153,SM494781
Q7573173,SM494782
Q7573180,SM494783
Q7573191,SM496900
Q7573269,SM495822
Q7573404,SM480950
Q7573435,SM495758
Q7585926,SM493463
Q7586018,SM486515
Q7586020,SM486575
Q7586023,SM495747
Q7586025,SM494090
Q7586040,SM495746
Q7586052,SM497094
Q7586132,SM496881
Q7586133,SM496881
Q7586134,SM496881
Q7586137,SM496881
Q7586139,SM496881
Q7616084,SM257747
Q7616930,SM257748
Q7621290,SM495748
Q7626110,SM252762
Q7630759,SM257753
Q7631357,SM250706
Q7632277,SM461327
Q7633357,SM495233
Q7633360,SM495234
Q7633369,SM495235
Q7633387,SM496891
Q7635903,SM494826
Q7636922,SM493662
Q7640113,SM257786
Q7640240,SM251744
Q7640559,SM252404
Q7641172,SM495519
Q7645200,SM494464
Q7646286,SM257801
Q7646914,SM492559
Q7649940,SM257816
Q7650652,SM254765
Q7652937,SM496673
Q7653061,SM257824
Q7653919,SM494552
Q7654556,SM496920
Q7654558,SM495839
Q7654699,SM494237
Q7654710,SM495289
Q7654726,SM494282
Q7654727,SM494288
Q7654728,SM494335
Q7654842,SM494739
Q7654856,SM494788
Q7663108,SM492817
Q7663489,SM495351
Q7673842,SM496863
Q7673844,SM259947
Q7674195,SM8276
Q7674694,SM252290
Q7675125,SM492672
Q7675140,SM250745
Q7675189,SM496678
Q7675727,SM8462
Q7675748,SM257859
Q7676207,SM256241
Q7676374,SM257866
Q7676411,SM495847
Q7676598,SM494804
Q7676603,SM494805
Q7676616,SM496887
Q7676689,SM496361
Q7676855,SM257869
Q7678438,SM6052
Q7678537,SM251767
Q7678892,SM250937
Q7680074,SM495701
Q7680129,SM494592
Q7680275,SM487135
Q7681005,SM8435
Q7681242,SM493858
Q7681244,SM257896
Q7681248,SM493859
Q7681259,SM493863
Q7681261,SM257897
Q7681393,SM493866
Q7681822,SM8458
Q7681833,SM257901
Q7682991,SM256072
Q7683833,SM257917
Q7684182,SM494817
Q7684343,SM492725
Q7684728,SM492902
Q7685510,SM494365
Q7685740,SM480987
Q7686253,SM481132
Q7686262,SM257936
Q7686522,SM250740
Q7687780,SM493231
Q7688383,SM257951
Q7688629,SM481056
Q7689083,SM257957
Q7689203,SM480989
Q7690595,SM257964
Q7690712,SM494937
Q7690741,SM487441
Q7690742,SM487440
Q7691020,SM481067
Q7691037,SM487180
Q7691049,SM487177
Q7691050,SM487183
Q7691052,SM257966
Q7692889,SM480991
Q7696151,SM487403
Q7696558,SM257623
Q7697231,SM257979
Q7697877,SM251612
Q7697879,SM493867
Q7698066,SM250593
Q7700271,SM493696
Q7702419,SM4165
Q7706089,SM492671
Q7707076,SM493062
Q7707080,SM258016
Q7708820,SM459425
Q7709041,SM258019
Q7709099,SM494829
Q7709108,SM494831
Q7709308,SM496923
Q7709309,SM494830
Q7709427,SM258033
Q7709976,SM258037
Q7710757,SM253532
Q7711381,SM258049
Q7711416,SM459069
Q7777594,SM258053
Q7784119,SM258381
Q7786588,SM495702
Q7786638,SM258060
Q7795937,SM258421
Q7796913,SM256638
Q7798733,SM493936
Q7798872,SM493119
Q7800269,SM258072
Q7800405,SM486521
Q7800410,SM486577
Q7800817,SM257968
Q7804553,SM495517
Q7804554,SM7709
Q7807634,SM258090
Q7808196,SM258094
Q7808240,SM492667
Q7809078,SM454540
Q7809221,SM258100
Q7809242,SM495888
Q7810472,SM252486
Q7810494,SM258106
Q7810618,SM493198
Q7812036,SM496707
Q7813477,SM250980
Q7820355,SM256892
Q7821008,SM494847
Q7821010,SM494848
Q7825354,SM493765
Q7826060,SM496711
Q7826181,SM8110
Q7826239,SM258149
Q7827058,SM494069
Q7828379,SM258154
Q7833428,SM492561
Q7841298,SM492562
Q7842496,SM493468
Q7842498,SM495315
Q7842499,SM495316
Q7849278,SM6057
Q7849517,SM255613
Q7849614,SM258234
Q7849811,SM492564
Q7849862,SM5280
Q7850939,SM461538
Q7851525,SM252587
Q7851701,SM487429
Q7851809,SM493394
Q7851814,SM7707
Q7851898,SM492621
Q7851905,SM493508
Q7851995,SM494577
Q7852101,SM454535
Q7852599,SM252133
Q7852652,SM7393
Q7853422,SM494513
Q7853490,SM494910
Q7853662,SM258212
Q7853664,SM258212
Q7854909,SM457838
Q7854999,SM258217
Q7855004,SM258217
Q7855244,SM494863
Q7855341,SM494854
Q7855496,SM496899
Q7855497,SM496899
Q7855498,SM494861
Q7855499,SM496899
Q7855500,SM258219
Q7855501,SM496899
Q7855503,SM496899
Q7855505,SM496899
Q7855506,SM496899
Q7855508,SM494856
Q7855509,SM496899
Q7855511,SM258219
Q7855513,SM496899
Q7855514,SM496899
Q7855515,SM496899
Q7855516,SM495189
Q7855517,SM496899
Q7855519,SM496899
Q7855520,SM494864
Q7855521,SM258219
Q7855522,SM496899
Q7855523,SM496899
Q7855524,SM496899
Q7855525,SM496899
Q7855526,SM496899
Q7855527,SM258219
Q7855528,SM496899
Q7855529,SM496899
Q7855530,SM496899
Q7855532,SM496899
Q7855533,SM496899
Q7855534,SM496899
Q7855539,SM496899
Q7856136,SM492710
Q7856433,SM480649
Q7856503,SM258218
Q7856506,SM7706
Q7856507,SM461950
Q7857394,SM251077
Q7857441,SM254500
Q7857729,SM494089
Q7857833,SM251359
Q7859684,SM493986
Q7876752,SM258251
Q7876941,SM258255
Q7877667,SM493915
Q7878218,SM494613
Q7878322,SM487623
Q7878486,SM495318
Q7878524,SM495320
Q7878561,SM496974
Q7878562,SM496974
Q7878565,SM496974
Q7878566,SM496974
Q7878637,SM255124
Q7879077,SM251551
Q7881033,SM487637
Q7881631,SM7704
Q7881740,SM258284
Q7882242,SM460500
Q7889100,SM494746
Q7889920,SM8742
Q7897320,SM494118
Q7898804,SM495453
Q7899548,SM481029
Q7899601,SM258301
Q7899771,SM258304
Q7899807,SM480102
Q7901375,SM494880
Q7901452,SM486524
Q7901453,SM495851
Q7902605,SM480070
Q7902611,SM480105
Q7902883,SM258329
Q7903468,SM494601
Q7904342,SM258265
Q7908706,SM258347
Q7908734,SM258349
Q7908820,SM258350
Q7908880,SM258355
Q7915134,SM258381
Q7915215,SM494668
Q7915286,SM258383
Q7915782,SM258387
Q7917111,SM258392
Q7917675,SM250232
Q7918790,SM258399
Q7918792,SM258400
Q7919125,SM494903
Q7919815,SM495811
Q7919819,SM486525
Q7919857,SM252384
Q7922349,SM492723
Q7927181,SM493988
Q7928099,SM496750
Q7928611,SM494907
Q7928623,SM494914
Q7928664,SM496918
Q7928665,SM494909
Q7928667,SM496918
Q7928668,SM496918
Q7928669,SM494915
Q7928671,SM494908
Q7929328,SM258439
Q7933931,SM495552
Q7934826,SM258445
Q7937982,SM7461
Q7938146,SM495450
Q7943877,SM258460
Q7958747,SM493552
Q7958867,SM481044
Q7959798,SM255987
Q7961872,SM258627
Q7966856,SM464105
Q7966926,SM250900
Q7967791,SM495329
Q7967792,SM250802
Q7969102,SM258471
Q7970362,SM253684
Q7970849,SM258551
Q7971257,SM460398
Q7972734,SM251141
Q7972743,SM494892
Q7972763,SM257603
Q7972976,SM258557
Q7976927,SM7212
Q7978040,SM495479
Q7981857,SM494930
Q7981874,SM494932
Q7981927,SM494933
Q7983298,SM451050
Q7983552,SM7703
Q7985442,SM8139
Q7989949,SM6042
Q7990052,SM493705
Q7990405,SM451051
Q7993643,SM258583
Q7994447,SM258585
Q7994451,SM258586
Q7994454,SM252062
Q7994475,SM495078
Q7994501,SM495089
Q7994595,SM8244
Q7994805,SM493472
Q7995099,SM256136
Q7995362,SM495091
Q7995664,SM495086
Q7995667,SM258590
Q7998466,SM493569
Q7999806,SM496769
Q8003346,SM255125
Q8006776,SM495047
Q8015100,SM492895
Q8017090,SM487511
Q8026655,SM496771
Q8027041,SM258611
Q8028984,SM257750
Q8030290,SM492799
Q8032824,SM7672
Q8034113,SM487397
Q8034515,SM254520
Q8037435,SM250128
Q8039112,SM480789
Q8039136,SM258638
Q8044579,SM258654
Q8045269,SM496782
Q8047127,SM258671
Q8047240,SM250437
Q8048066,SM256962
Q8048543,SM258686
Q8048832,SM8064
Q8049057,SM493571
Q8049335,SM496788
Q8049784,SM496790
Q8050331,SM481083
Q8050444,SM496792
Q8050480,SM258692
Q8050623,SM258715
Q8051409,SM6039
Q8051445,SM492566
Q8052117,SM494947
Q8052139,SM496939
Q8052199,SM258683
Q8052536,SM493997
Q8052603,SM495248
Q8052694,SM496794
Q8053633,SM256074
Q8053813,SM258744
Q8054237,SM494617
Q8054796,SM258747
Q8054844,SM494938
Q8055853,SM458148
Q8060365,SM494950
Q8060433,SM258760
Q8061005,SM496802
Q8066000,SM8092
Q8067620,SM481096
Q8068879,SM256076
Q8071304,SM487393
Q8072050,SM251222
Q8072051,SM251222
Q8072098,SM251222
Q8072101,SM251222
Q8072102,SM251222
Q8073809,SM258809
Q8073985,SM495824
Q8075153,SM496821
Q8077861,SM492980
Q8102636,SM251080
Q8198795,SM493086
Q8243070,SM492925
Q8261885,SM480142
Q8295453,SM480203
Q8344747,SM252701
Q8352593,SM253941
Q8426825,SM256485
Q8499701,SM480410
Q8544947,SM480360
Q8544953,SM480367
Q8544954,SM480369
Q8566701,SM480502
Q8678677,SM251609
Q8707155,SM253589
Q8750701,SM257600
Q8759142,SM480498
Q8886726,SM492579
Q8964023,SM492842
Q9008557,SM496913
Q9016394,SM496301
Q9020063,SM256111
Q9054264,SM256627
Q9059959,SM496578
Q9060109,SM252947
Q9072578,SM495641
Q9080726,SM495642
Q9088394,SM258143
Q9093719,SM258440
Q9138003,SM495968
Q9149944,SM486489
Q9161796,SM251771
Q9209165,SM492631
Q9209191,SM495803
Q9210328,SM492891
Q9248159,SM495384
Q9252262,SM257813
Q9283592,SM493576
Q9286826,SM494627
Q9288765,SM492101
Q9300150,SM493001
Q9304182,SM492764
Q9322510,SM257180
Q9324154,SM494680
Q9336390,SM494150
Q9338735,SM495488
Q9353548,SM493184
Q9355820,SM487269
Q9371692,SM494753
Q9373694,SM496918
Q9383959,SM496152
Q9386478,SM495490
Q9386789,SM493691
Q9398528,SM493640
Q9428688,SM257013
Q9495537,SM496633
Q9544342,SM251606
Q9586962,SM480500
Q9592376,SM480969
Q9628620,SM496028
Q9631953,SM251718
Q9648264,SM495268
Q9673112,SM493373
Q9675150,SM496319
Q9696658,SM496329
Q10113811,SM8072
Q10259895,SM494953
Q10262064,SM255127
Q10262069,SM255133
Q10262180,SM480331
Q10262245,SM496475
Q10262509,SM496380
Q10271018,SM253295
Q10272345,SM493448
Q10287096,SM493516
Q10288535,SM480399
Q10290517,SM257880
Q10290797,SM496248
Q10296451,SM493448
Q10296900,SM496240
Q10299766,SM492898
Q10301478,SM495426
Q10303673,SM494297
Q10310925,SM497048
Q10312754,SM486555
Q10314685,SM254969
Q10322748,SM497004
Q10322847,SM492661
Q10323442,SM493484
Q10331887,SM494361
Q10335573,SM251589
Q10343454,SM251412
Q10344162,SM8175
Q10344163,SM8174
Q10349974,SM496579
Q10353974,SM493517
Q10356498,SM8180
Q10368504,SM255666
Q10377784,SM492897
Q10378754,SM493432
Q10385271,SM496721
Q10393545,SM8149
Q10394234,SM494375
Q10394387,SM257563
Q10394400,SM496781
Q10401143,SM493526
Q10407289,SM251566
Q10411663,SM257504
Q10417789,SM492770
Q10423666,SM494160
Q10429237,SM496104
Q10432774,SM252420
Q10438477,SM253428
Q10441142,SM496146
Q10444860,SM480030
Q10460046,SM496809
Q10464898,SM7588
Q10476816,SM495389
Q10495358,SM496676
Q10536777,SM254054
Q10556749,SM493514
Q10564861,SM495898
Q10565820,SM493527
Q10565923,SM496647
Q10566651,SM492777
Q10566956,SM493523
Q10588098,SM496484
Q10589456,SM250525
Q10600798,SM487319
Q10647674,SM496592
Q10726503,SM486816
Q10751656,SM258122
Q10757025,SM480653
Q10800511,SM486581
Q10800567,SM486527
Q10840067,SM496180
Q10856098,SM494113
Q10857471,SM494117
Q10859769,SM496926
Q10859770,SM254045
Q10859771,SM486553
Q10861645,SM494115
Q10863014,SM496107
Q10864829,SM496593
Q10872633,SM255518
Q10877952,SM496736
Q10878758,SM496517
Q10884553,SM493513
Q10888418,SM492862
Q10894859,SM494851
Q10901092,SM257073
Q10905632,SM495897
Q10909996,SM254360
Q10913605,SM496008
Q10916017,SM493525
Q10917701,SM488223
Q10922993,SM496685
Q10932382,SM496521
Q10946480,SM493528
Q10951846,SM494625
Q10967369,SM487458
Q10969817,SM494582
Q10971476,SM494852
Q10973466,SM7799
Q10977099,SM7645
Q10980738,SM252967
Q10985965,SM462048
Q10989624,SM492135
Q11030979,SM496424
Q11035731,SM495386
Q11036845,SM252528
Q11039713,SM253770
Q11043584,SM495848
Q11073103,SM493010
Q11078287,SM495872
Q11078526,SM496622
Q11079064,SM496191
Q11087235,SM493524
Q11087384,SM496375
Q11092218,SM493515
Q11106853,SM496409
Q11113434,SM494632
Q11151377,SM492691
Q11152653,SM496272
Q11156256,SM496490
Q11172709,SM496776
Q11172836,SM492688
Q11189345,SM496662
Q11194520,SM480208
Q11201150,SM495145
Q11216568,SM494742
Q11220654,SM252852
Q11239222,SM255894
Q11241704,SM487511
Q11267380,SM258582
Q11267680,SM496886
Q11269025,SM496974
Q11271251,SM254923
Q11284510,SM254712
Q11301904,SM253807
Q11302384,SM250336
Q11316481,SM257909
Q11318264,SM257965
Q11318927,SM258078
Q11326181,SM454404
Q11329481,SM494608
Q11343163,SM496659
Q11394421,SM255883
Q11417139,SM493471
Q11418456,SM494360
Q11423956,SM496916
Q11424006,SM496886
Q11452111,SM494352
Q11495340,SM493403
Q11510150,SM494349
Q11510153,SM496886
Q11561896,SM493192
Q11569435,SM493406
Q11608110,SM496299
Q11651725,SM8392
Q11685635,SM495858
Q11689928,SM255322
Q11707722,SM493809
Q11715757,SM494754
Q11735517,SM255280
Q11742224,SM495505
Q11748045,SM494755
Q11748129,SM494624
Q11763211,SM493183
Q11774548,SM495497
Q11774882,SM256607
Q11789706,SM257603
Q11790987,SM256107
Q11819120,SM495385
Q11821999,SM496942
Q11822002,SM496942
Q11822004,SM494638
Q11822008,SM496942
Q11850378,SM494450
Q11856189,SM493634
Q11858947,SM493460
Q11870209,SM493845
Q11880749,SM250477
Q11881834,SM250918
Q11888082,SM494451
Q11892657,SM493617
Q11895155,SM253344
Q11900077,SM496747
Q11903808,SM492149
Q11904059,SM492686
Q11904153,SM492150
Q11904259,SM495001
Q11904275,SM492151
Q11904317,SM492152
Q11904588,SM492153
Q11904606,SM492154
Q11904683,SM492104
Q11904743,SM497053
Q11905097,SM492155
Q11905374,SM492063
Q11905458,SM492156
Q11906401,SM492157
Q11906464,SM492158
Q11906860,SM493786
Q11906865,SM492159
Q11906875,SM492641
Q11906929,SM492160
Q11907101,SM454420
Q11907310,SM493788
Q11907311,SM493103
Q11907313,SM493787
Q11907337,SM492647
Q11907416,SM250425
Q11907605,SM480176
Q11907607,SM492161
Q11907639,SM492162
Q11908079,SM492110
Q11908081,SM493790
Q11908084,SM492163
Q11908088,SM492164
Q11908090,SM492165
Q11908094,SM492166
Q11908095,SM492167
Q11908102,SM480924
Q11908103,SM492168
Q11908146,SM492079
Q11908150,SM487546
Q11908810,SM492169
Q11908899,SM492480
Q11909031,SM492170
Q11909290,SM252297
Q11909336,SM492171
Q11909463,SM492108
Q11909482,SM495777
Q11909502,SM492085
Q11909548,SM492172
Q11909626,SM492173
Q11909997,SM495596
Q11910003,SM492096
Q11910142,SM492637
Q11910203,SM492731
Q11910393,SM492174
Q11910478,SM492092
Q11910993,SM492175
Q11911969,SM492177
Q11912915,SM492178
Q11913224,SM492097
Q11913420,SM492179
Q11913552,SM492180
Q11913772,SM492747
Q11914738,SM492034
Q11914741,SM492034
Q11915597,SM495510
Q11915814,SM492181
Q11916324,SM493883
Q11916395,SM493177
Q11916476,SM492083
Q11916622,SM495645
Q11916777,SM259953
Q11916991,SM492182
Q11917183,SM7802
Q11917498,SM496192
Q11917499,SM492111
Q11917513,SM493821
Q11917549,SM253214
Q11917579,SM492719
Q11917775,SM492183
Q11917833,SM493770
Q11917865,SM492705
Q11918853,SM492081
Q11918866,SM257813
Q11918869,SM492184
Q11919278,SM492185
Q11920948,SM495600
Q11920962,SM492186
Q11921079,SM492187
Q11921113,SM492188
Q11923212,SM492189
Q11923440,SM495778
Q11923765,SM492070
Q11923773,SM492190
Q11923907,SM492191
Q11924154,SM492113
Q11924156,SM492114
Q11924170,SM492646
Q11924289,SM492098
Q11924335,SM492109
Q11924527,SM492086
Q11924571,SM492192
Q11924580,SM492193
Q11925078,SM253617
Q11925092,SM492194
Q11925128,SM495780
Q11925139,SM462049
Q11925172,SM496260
Q11925173,SM492195
Q11925242,SM492196
Q11925260,SM492197
Q11925433,SM492198
Q11925702,SM492199
Q11926207,SM253870
Q11926314,SM495242
Q11926318,SM496274
Q11926409,SM495496
Q11926605,SM492200
Q11926788,SM495598
Q11926829,SM492105
Q11926969,SM492201
Q11927107,SM492202
Q11927149,SM254115
Q11927171,SM492706
Q11927550,SM493369
Q11929634,SM480525
Q11929792,SM480549
Q11929801,SM461517
Q11929829,SM487271
Q11929835,SM492093
Q11929848,SM492099
Q11929852,SM493632
Q11929866,SM492655
Q11929934,SM250408
Q11929965,SM257018
Q11929967,SM492082
Q11929970,SM250394
Q11929982,SM492203
Q11929985,SM492854
Q11931067,SM492094
Q11931141,SM493795
Q11931240,SM495735
Q11931296,SM493137
Q11931816,SM492605
Q11931858,SM492600
Q11934031,SM492060
Q11934466,SM255602
Q11934479,SM492087
Q11934500,SM493797
Q11934502,SM258452
Q11934509,SM492100
Q11934529,SM255353
Q11934533,SM492859
Q11934556,SM495599
Q11934636,SM487338
Q11934659,SM255440
Q11934695,SM255473
Q11934758,SM493799
Q11934780,SM492204
Q11934835,SM492101
Q11934868,SM492205
Q11934884,SM492206
Q11934901,SM494574
Q11935051,SM496441
Q11935299,SM492207
Q11935385,SM492208
Q11935405,SM492915
Q11935747,SM492676
Q11936162,SM255917
Q11936177,SM496448
Q11936295,SM492689
Q11936371,SM496462
Q11936624,SM496468
Q11936729,SM492209
Q11936807,SM493802
Q11937028,SM495781
Q11937059,SM495586
Q11937170,SM255855
Q11937218,SM496481
Q11938160,SM493798
Q11938261,SM255854
Q11938321,SM496501
Q11938334,SM492210
Q11938345,SM256108
Q11938618,SM492211
Q11938671,SM480760
Q11938802,SM256092
Q11939216,SM492212
Q11939282,SM493738
Q11939344,SM495371
Q11939360,SM493024
Q11939472,SM492213
Q11939542,SM492214
Q11939558,SM492215
Q11939563,SM492216
Q11939618,SM493025
Q11939625,SM492217
Q11939627,SM254657
Q11939633,SM492218
Q11939760,SM492080
Q11939762,SM492080
Q11939768,SM496546
Q11939975,SM492219
Q11940016,SM492220
Q11940144,SM492221
Q11940205,SM492222
Q11940211,SM492223
Q11940226,SM492224
Q11940361,SM492225
Q11941365,SM492226
Q11941587,SM496576
Q11941693,SM492227
Q11941699,SM492228
Q11941706,SM492990
Q11941717,SM492057
Q11942685,SM493027
Q11942716,SM492229
Q11942987,SM492910
Q11944204,SM492230
Q11944352,SM492231
Q11944366,SM492700
Q11944370,SM492232
Q11945484,SM492233
Q11946394,SM492234
Q11946433,SM257215
Q11946543,SM492235
Q11946575,SM496615
Q11946578,SM492236
Q11946681,SM496621
Q11946732,SM492237
Q11946733,SM492238
Q11946867,SM492239
Q11946875,SM496623
Q11947729,SM492240
Q11947749,SM492241
Q11947793,SM493134
Q11947802,SM496627
Q11947870,SM496629
Q11947874,SM492242
Q11947948,SM454376
Q11948014,SM493042
Q11948138,SM492243
Q11948192,SM492244
Q11948262,SM496638
Q11948877,SM492245
Q11949458,SM496641
Q11949727,SM492246
Q11949751,SM492247
Q11949842,SM492248
Q11949863,SM496654
Q11949880,SM492249
Q11950424,SM492656
Q11950465,SM492250
Q11950490,SM487860
Q11950581,SM492252
Q11950865,SM496684
Q11950878,SM492056
Q11950886,SM492253
Q11950893,SM493739
Q11950938,SM492254
Q11950969,SM496689
Q11950972,SM496690
Q11951689,SM492255
Q11951725,SM492256
Q11951815,SM495244
Q11951865,SM492257
Q11952042,SM495686
Q11952051,SM492258
Q11952189,SM492259
Q11952203,SM493031
Q11953414,SM258219
Q11953802,SM8275
Q11953803,SM252864
Q11953941,SM492260
Q11954140,SM492261
Q11954148,SM492262
Q11954169,SM495602
Q11954188,SM258452
Q11954225,SM492263
